Brand,Price,Rating,Rating_Count,Best_Seller_Rank_Home_Improvement,Best_Seller_Rank_Home_Security,Product_Title,Product_URL
Godrej Locking Solutions and Systems,18934.0,0.0,0,145484100,704.0,Godrej Smart LockICatus Touch Plus & Catus Touch BlackIDigital Lock for Wooden Door I 4 in 1 Access I Fingerprint I RFID I PIN Access I Mechanical Key I 3 Strong Dead Locking Bolts I Black Finish,https://amazon.in/sspa/click?ie=UTF8&spc=MTo4NTk4NTQwMjQwNTY5OTc0OjE3MzAwOTYzNjU6c3BfYnRmOjMwMDM1OTE5MTcwMzEzMjo6MDo6&url=%2FGodrej-LockICatus-BlackIDigital-Fingerprint-Locking%2Fdp%2FB0DFTM5VR5%2Fref%3Dsr_1_300_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9.FFpj_7Mz-vx8N9F2Ka_kNqBQc4WEOw8ueKVx3NRW5glTFiJj5tfPputag7WO1oXdp8j3UP76y7Mq2Sth8GiPaVQc2y-VnSb4XgASl3UUhEF9_QL49EYihwY_zed8COkiJ7fx69p7mGjbTRS7yHhUIw2KDAok4uK1MeVfnae_AlrAmuHdvxXisF7N3cZJNavCdai7z4LCSpx5f8ntB1PlbVcBqRiqf3-wrb2d10ir98N00kwnlbdxamoedcrnKUbQWT8oVeCLHYOEKr9VKSRL9STK_4Fg_pplJD0NV5m6bB4.8RFwPu27NrqiY6RIEbaJWV0LLpp6RJN7Z5bF38RVoaU%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730096365%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-300-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
SAI INDER KALA,0.0,0.0,0,0,0.0,SIK Fingerprint Door Lock Automatically Locks 4 Methods to Unlock Your Smart Home Apartment Silver,https://amazon.in/Fingerprint-Automatically-Methods-Unlock-Apartment/dp/B0DKNM6NSY/ref=sr_1_293?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-293
Ketumal,7999.0,0.0,0,0,0.0,"Ketumal Biometric Door Lock, Long Life 6-8 Digits Password Security Application Home Security Key Card Smart Door Lock for",https://amazon.in/Ketumal-Door-Lock-Application-Smart/dp/B0CGPSXJBS/ref=sr_1_295?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-295
SAI INDER KALA,0.0,0.0,0,0,0.0,"SIK Smart Door Lock, Free Handle Design Fingerprint Door Lock for Office for Apartment for Home",https://amazon.in/Handle-Design-Fingerprint-Office-Apartment/dp/B0DKNLMJXF/ref=sr_1_298?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-298
SAI INDER KALA,0.0,0.0,0,0,0.0,SIK Smart Fingerprint Handle Lock Electric Door Lock with Automatic Sensor Mechanical Key Cordless Security Lock Zinc Alloy Suitable for Left & Right Handle for Home Office Apartment,https://amazon.in/Fingerprint-Electric-Automatic-Mechanical-Apartment/dp/B0DKNLMM7P/ref=sr_1_300?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-300
IDOOR,0.0,0.0,0,0,0.0,"idoor Glass, Smart Door Lock with Fingerprint, Number, Card APP, Smart Freeze (for Glass to Glass Lock)",https://amazon.in/idoor-Glass-Fingerprint-Number-Freeze/dp/B0DCNZ1V56/ref=sr_1_301?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-301
Godrej Locking Solutions and Systems,13324.35,0.0,298,5873100,37.0,Godrej Smart Lock I Catus Touch Plus I Digital Lock for Wooden Door I 4 in 1 Access I Fingerprint I RFID I PIN Access I Mechanical Key I 3 Strong Locking Bolts I Champagne Gold Finish I 3 Yr Warranty,https://amazon.in/sspa/click?ie=UTF8&spc=MTo4NzI3ODk4MTQ2NzQ1Mzk2OjE3MzAwOTcyNDQ6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDM1OTE5MTcwMzAzMjo6NDo6&url=%2FGodrej-Fingerprint-Mechanical-Locking-Champagne%2Fdp%2FB0CWRB1TSM%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D3MNJ4J5A0A3FY%26cv_ct_cx%3Dsmart%2Block%26dib%3DeyJ2IjoiMSJ9.gjDBywJGSKxwGggDtxmzQIgHcEj7efk_59iQaT8zCEnir5XUVuKKTzj5v_zOJK9W3r8prBgHkqnKAUNxbPC8gA.Owjq-SGMoT9IusDlHcwmd6zZKoPwNxJRn4i6H2RFGlU%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26pd_rd_i%3DB0CWRB1TSM%26pd_rd_r%3D551c3fb7-d20f-46aa-8e58-a49b2044102a%26pd_rd_w%3DQQhGA%26pd_rd_wg%3Dh7k4p%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DYMD1JYT3SAGM2VT1T9KZ%26qid%3D1730097244%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D1-293-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
NAVKAR SYSTEMS,1999.0,0.0,3,25713100,171.0,NAVKAR SYSTEMS Stainless Steel Electronic Door Lock with Video Door Phone Support,https://amazon.in/NAVKAR-Electronic-Video-Phone-Support/dp/B072PSBFY2/ref=sr_1_302?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-302
LICHTS,2569.0,0.0,0,0,0.0,LICHTS Biometric Fingerprint Smart Lock Security USB Rechargeable Cabinet Lock,https://amazon.in/LICHTS-Biometric-Fingerprint-Security-Rechargeable/dp/B0CGM15GLR/ref=sr_1_303?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-303
YUXANA,8999.0,0.0,0,0,0.0,"YUXANA Smart Door Lock with Bluetooth Mobile App, Fingerprint, OTP and Manual Key Access for Wooden Doors (Black)",https://amazon.in/YUXANA-Bluetooth-Mobile-Fingerprint-Manual/dp/B0B4TCQ5GC/ref=sr_1_304?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-304
OOB SMARTHOME,72999.0,0.0,0,0,0.0,OOB SMARTHOME Digital Door Locks for Main Door | Fingerprint | PIN-Password | Mobile Apps | RFID Card | Key | 5 Stainless Steel Bolt | 1 Year Warranty by OOB SMARTHOME (Black) (Pack 3),https://amazon.in/OOB-SMARTHOME-Fingerprint-PIN-Password-Stainless/dp/B0DDXRDCWX/ref=sr_1_307?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-307
KKmoon-1,0.0,0.0,0,0,0.0,Smart Keyless Fingerprint Cabinet Lock Biometric Electric Lock Mini Portable Fingerprint Drawer Lock for Office Drawer File Cabinet Black,https://amazon.in/Keyless-Fingerprint-Biometric-Electric-Portable/dp/B08LNM8L8Z/ref=sr_1_308?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-308
REES52,349.0,0.0,3,97017100,499.0,"REES52 Door Exit Button Release Switch for Electronic Lock, Lock Sensor, Access Control System, Emergency Alarm, Trigger Switch, Stainless Steel Door Exit Button",https://amazon.in/REES52-Release-Electronic-Emergency-Stainless/dp/B089M7QDV9/ref=sr_1_313?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-313
Bectro,299.0,3.8,7,13147100,108.0,Bectro U Bracket Em Lock for Access Control System Em Lock (U Bracket Em Lock),https://amazon.in/Bectro-Bracket-Access-Control-System/dp/B09TDY94YR/ref=sr_1_314?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.O-8oXKwgCoznntweCSgPEqC3hpgRr5-rVAtueomv7imvOwILmJySP5vhktOdZezaZWg4rqcypnJilVZyiAurc2qjBZoSw78O-CnB7cJ0KtbV3_dIwt5jmxM0sSCN2kKp0y6vBnMzsB3XzyX7y9bx-uNGmpZv4MFHiagVMk67LSRxYtXFr0Wwiv5zsKCbjlE9LZUP4yXV5TUNkQFwqoL0yDeJ_8_En8k0wkNbk0VZuZSoSgUNpsky2KWqTJdeTIaPl7DdsOXC4hRNiauO1MDY3w.pdZjC3JWUXMqC4rY9uf1AUfuHX9vbzyM1l6VilxG9Jg&dib_tag=se&keywords=smart+lock&qid=1730097244&sprefix=smart+lock%2Caps%2C209&sr=8-314
AUTOMATEX,2245.0,0.0,0,0,0.0,AUTOMATEX Smart Door Lock | Number Lock | Digital Lock and Unlock System for Home & Office,https://amazon.in/AUTOMATEX-Number-Digital-Unlock-System/dp/B0DD4B4KMX/ref=sr_1_97?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.Gb1I9jS6R2pvf65R4XpM1yo49YbJY5ypU8OineBtnAZJHRzJb5Vup1ikb-nE5rMyzMAyBU_SYGqML_q1lzd80Y_6TV97ffXU7obP4toejrUvixF_kcSMJ3n64T48ZjWT3TIPTSDBf_P-LJnQgR-_RchJEJCr8shbsiPZ19_KF9gjh_aowV9mVsGjrV6k7PZXdxBba6tj9J_PhVi53WynMOMdAQJUG1-SdQP2xhszk6cuQc9g55hiSPc25ykJE1gE11rJC-rKuaGE8400s1-2u6CEY7eHpNSbF1jqn6oaGQw.9a3R0WLq6aDX5xKqZ1jtZip-to9A-i3gVb_QjusCNqE&dib_tag=se&keywords=smart+lock&qid=1730093404&sprefix=smart+lock%2Caps%2C209&sr=8-97
iPlug,8499.0,0.0,0,203904100,900.0,iPlug Smart Door Lock i-x7 | 4-Way Unlocking | Fingerprint | Pincode | RFID Access Card | Mechanical Key |Stainless Steel Mortise with Bolt (Black),https://amazon.in/iPlug-Unlocking-Fingerprint-Mechanical-Stainless/dp/B0DF5711LM/ref=sr_1_98?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.Gb1I9jS6R2pvf65R4XpM1yo49YbJY5ypU8OineBtnAZJHRzJb5Vup1ikb-nE5rMyzMAyBU_SYGqML_q1lzd80Y_6TV97ffXU7obP4toejrUvixF_kcSMJ3n64T48ZjWT3TIPTSDBf_P-LJnQgR-_RchJEJCr8shbsiPZ19_KF9gjh_aowV9mVsGjrV6k7PZXdxBba6tj9J_PhVi53WynMOMdAQJUG1-SdQP2xhszk6cuQc9g55hiSPc25ykJE1gE11rJC-rKuaGE8400s1-2u6CEY7eHpNSbF1jqn6oaGQw.9a3R0WLq6aDX5xKqZ1jtZip-to9A-i3gVb_QjusCNqE&dib_tag=se&keywords=smart+lock&qid=1730093404&sprefix=smart+lock%2Caps%2C209&sr=8-98
iPlug,12000.0,0.0,3,0,0.0,iPlug Smart Door Lock i-05 | Ultimate 6-Way Access with WiFi Mobile App Control | Fingerprint Recognition | OTP Access | Pincode | RFID | and Mechanical Key | Premium Stainless Steel Mortise,https://amazon.in/iPlug-Fingerprint-Recognition-Mechanical-Stainless/dp/B0DFYHW56W/ref=sr_1_99?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.Gb1I9jS6R2pvf65R4XpM1yo49YbJY5ypU8OineBtnAZJHRzJb5Vup1ikb-nE5rMyzMAyBU_SYGqML_q1lzd80Y_6TV97ffXU7obP4toejrUvixF_kcSMJ3n64T48ZjWT3TIPTSDBf_P-LJnQgR-_RchJEJCr8shbsiPZ19_KF9gjh_aowV9mVsGjrV6k7PZXdxBba6tj9J_PhVi53WynMOMdAQJUG1-SdQP2xhszk6cuQc9g55hiSPc25ykJE1gE11rJC-rKuaGE8400s1-2u6CEY7eHpNSbF1jqn6oaGQw.9a3R0WLq6aDX5xKqZ1jtZip-to9A-i3gVb_QjusCNqE&dib_tag=se&keywords=smart+lock&qid=1730093404&sprefix=smart+lock%2Caps%2C209&sr=8-99
Dorset,9499.0,0.0,22,48804100,295.0,"Dorset SMATO 701 Fingerprint Door Lock | Mortise Digital Door Lock with BLE inbuilt | Fingerprint, Password, RFID and Key Access| Digital Lock for Home | Ideal Door Thickness - 35-90 mm, Black",https://amazon.in/Dorset-Fingerprint-Door-Lock-APP/dp/B0CVQJ46W3/ref=sr_1_100?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.Gb1I9jS6R2pvf65R4XpM1yo49YbJY5ypU8OineBtnAZJHRzJb5Vup1ikb-nE5rMyzMAyBU_SYGqML_q1lzd80Y_6TV97ffXU7obP4toejrUvixF_kcSMJ3n64T48ZjWT3TIPTSDBf_P-LJnQgR-_RchJEJCr8shbsiPZ19_KF9gjh_aowV9mVsGjrV6k7PZXdxBba6tj9J_PhVi53WynMOMdAQJUG1-SdQP2xhszk6cuQc9g55hiSPc25ykJE1gE11rJC-rKuaGE8400s1-2u6CEY7eHpNSbF1jqn6oaGQw.9a3R0WLq6aDX5xKqZ1jtZip-to9A-i3gVb_QjusCNqE&dib_tag=se&keywords=smart+lock&qid=1730093404&sprefix=smart+lock%2Caps%2C209&sr=8-100
LLtronation,2289.0,0.0,21,122067100,606.0,"LLtronation Handle-Style Fingerprint Cabinet Lock, Smart Biometric, Matte Black, Waterproof",https://amazon.in/Handle-Style-Fingerprint-Biometric-Furniture-Waterproof/dp/B0BYZJ9CTB/ref=sr_1_101?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.Gb1I9jS6R2pvf65R4XpM1yo49YbJY5ypU8OineBtnAZJHRzJb5Vup1ikb-nE5rMyzMAyBU_SYGqML_q1lzd80Y_6TV97ffXU7obP4toejrUvixF_kcSMJ3n64T48ZjWT3TIPTSDBf_P-LJnQgR-_RchJEJCr8shbsiPZ19_KF9gjh_aowV9mVsGjrV6k7PZXdxBba6tj9J_PhVi53WynMOMdAQJUG1-SdQP2xhszk6cuQc9g55hiSPc25ykJE1gE11rJC-rKuaGE8400s1-2u6CEY7eHpNSbF1jqn6oaGQw.9a3R0WLq6aDX5xKqZ1jtZip-to9A-i3gVb_QjusCNqE&dib_tag=se&keywords=smart+lock&qid=1730093404&sprefix=smart+lock%2Caps%2C209&sr=8-101
Escozor,1749.0,4.0,2,51117100,307.0,"Escozor® DFL04 Metal Fingerprint Drawer Lock,Smart Biometric Cabinet Lock,Safety Electric Fingerprint Lock,Drawer Wardrobe Lock,Furniture Privacy Lock(20 Fingerprints store & Each Lock Different EKey)",https://amazon.in/DFL04-Fingerprint-Biometric-Furniture-Fingerprints/dp/B0CNLKBR8C/ref=sr_1_102?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.Gb1I9jS6R2pvf65R4XpM1yo49YbJY5ypU8OineBtnAZJHRzJb5Vup1ikb-nE5rMyzMAyBU_SYGqML_q1lzd80Y_6TV97ffXU7obP4toejrUvixF_kcSMJ3n64T48ZjWT3TIPTSDBf_P-LJnQgR-_RchJEJCr8shbsiPZ19_KF9gjh_aowV9mVsGjrV6k7PZXdxBba6tj9J_PhVi53WynMOMdAQJUG1-SdQP2xhszk6cuQc9g55hiSPc25ykJE1gE11rJC-rKuaGE8400s1-2u6CEY7eHpNSbF1jqn6oaGQw.9a3R0WLq6aDX5xKqZ1jtZip-to9A-i3gVb_QjusCNqE&dib_tag=se&keywords=smart+lock&qid=1730093404&sprefix=smart+lock%2Caps%2C209&sr=8-102
Dorset,14499.0,0.0,0,73488100,401.0,"Dorset DG 201 Fingerprint Lock for Main Door | 4-in-1 Access: Biometric, PIN, RFID, Key | Auto-Locking Mortise Digital Lock | 2-Year Warranty | 35-90 mm Door Compatibility | Black",https://amazon.in/Dorset-Door-Lock-Fingerprint-Installation/dp/B0C53NWKQ1/ref=sr_1_103?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.Gb1I9jS6R2pvf65R4XpM1yo49YbJY5ypU8OineBtnAZJHRzJb5Vup1ikb-nE5rMyzMAyBU_SYGqML_q1lzd80Y_6TV97ffXU7obP4toejrUvixF_kcSMJ3n64T48ZjWT3TIPTSDBf_P-LJnQgR-_RchJEJCr8shbsiPZ19_KF9gjh_aowV9mVsGjrV6k7PZXdxBba6tj9J_PhVi53WynMOMdAQJUG1-SdQP2xhszk6cuQc9g55hiSPc25ykJE1gE11rJC-rKuaGE8400s1-2u6CEY7eHpNSbF1jqn6oaGQw.9a3R0WLq6aDX5xKqZ1jtZip-to9A-i3gVb_QjusCNqE&dib_tag=se&keywords=smart+lock&qid=1730093404&sprefix=smart+lock%2Caps%2C209&sr=8-103
Ozone,0.0,3.9,0,0,0.0,Ozone Smart Door Lock Combo | Digital Door Lock with Video Doorphone | 5-in-1 Access | Unlock Through Video Doorphone | 2 Years Warranty by Ozone,https://amazon.in/Ozone-Digital-Doorphone-Through-Warranty/dp/B0CQJRZDCX/ref=sr_1_104?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.Gb1I9jS6R2pvf65R4XpM1yo49YbJY5ypU8OineBtnAZJHRzJb5Vup1ikb-nE5rMyzMAyBU_SYGqML_q1lzd80Y_6TV97ffXU7obP4toejrUvixF_kcSMJ3n64T48ZjWT3TIPTSDBf_P-LJnQgR-_RchJEJCr8shbsiPZ19_KF9gjh_aowV9mVsGjrV6k7PZXdxBba6tj9J_PhVi53WynMOMdAQJUG1-SdQP2xhszk6cuQc9g55hiSPc25ykJE1gE11rJC-rKuaGE8400s1-2u6CEY7eHpNSbF1jqn6oaGQw.9a3R0WLq6aDX5xKqZ1jtZip-to9A-i3gVb_QjusCNqE&dib_tag=se&keywords=smart+lock&qid=1730093404&sprefix=smart+lock%2Caps%2C209&sr=8-104
Ozone,3444.0,0.0,102,29363100,342346.0,"Ozone Fingerprint Lock Compact Round and Handy, Access, RFID Locking System Smart Furniture Lock (Black) (FINGERPRINT)",https://amazon.in/Ozone-Smart-Furniture-Fingerprint-Ozfl-402-F/dp/B084N4PRYD/ref=sr_1_105?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.Gb1I9jS6R2pvf65R4XpM1yo49YbJY5ypU8OineBtnAZJHRzJb5Vup1ikb-nE5rMyzMAyBU_SYGqML_q1lzd80Y_6TV97ffXU7obP4toejrUvixF_kcSMJ3n64T48ZjWT3TIPTSDBf_P-LJnQgR-_RchJEJCr8shbsiPZ19_KF9gjh_aowV9mVsGjrV6k7PZXdxBba6tj9J_PhVi53WynMOMdAQJUG1-SdQP2xhszk6cuQc9g55hiSPc25ykJE1gE11rJC-rKuaGE8400s1-2u6CEY7eHpNSbF1jqn6oaGQw.9a3R0WLq6aDX5xKqZ1jtZip-to9A-i3gVb_QjusCNqE&dib_tag=se&keywords=smart+lock&qid=1730093404&sprefix=smart+lock%2Caps%2C209&sr=8-105
LAVNA,19999.0,4.2,22,28755100,188.0,"LAVNA Smart Digital Camera Door Lock with Fingerprint, Wifi, PIN, RFID Card and Manual key access for wooden doors (LA48 WiFi)",https://amazon.in/LAVNA-Fingerprint-Camera-Mobile-LA48/dp/B0BWXWL962/ref=sr_1_106?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.Gb1I9jS6R2pvf65R4XpM1yo49YbJY5ypU8OineBtnAZJHRzJb5Vup1ikb-nE5rMyzMAyBU_SYGqML_q1lzd80Y_6TV97ffXU7obP4toejrUvixF_kcSMJ3n64T48ZjWT3TIPTSDBf_P-LJnQgR-_RchJEJCr8shbsiPZ19_KF9gjh_aowV9mVsGjrV6k7PZXdxBba6tj9J_PhVi53WynMOMdAQJUG1-SdQP2xhszk6cuQc9g55hiSPc25ykJE1gE11rJC-rKuaGE8400s1-2u6CEY7eHpNSbF1jqn6oaGQw.9a3R0WLq6aDX5xKqZ1jtZip-to9A-i3gVb_QjusCNqE&dib_tag=se&keywords=smart+lock&qid=1730093404&sprefix=smart+lock%2Caps%2C209&sr=8-106
